year,week,outbreak_starting_date,reporting_date,state,district,disease_illness_name,status,cases,deaths
2024,13,2024-03-27,2024-03-28,Puducherry,Pondicherry,Cholera,Reported in Same Week,28,0
2024,13,2024-03-25,2024-03-25,Tamil Nadu,Pudukkottai,Mumps,Reported in Same Week,17,0
2024,13,2024-03-25,2024-03-25,Tamil Nadu,Thiruvarur,Fever,Reported in Same Week,10,0
2024,13,2024-03-23,,Tamil Nadu,Villupuram,Chickenpox,Reported Late,19,0
2024,12,2024-03-21,2024-03-22,Assam,Goalpara,Hepatitis A,Reported in Same Week,40,0
2024,12,2024-03-19,2024-03-19,Assam,Lakhimpur,Chickenpox,Reported in Same Week,6,0
2024,12,2024-03-18,2024-03-19,Assam,Kamrup,Human Rabies,Reported in Same Week,1,1
2024,12,2024-03-18,2024-03-19,Assam,Kamrup,Chickenpox,Reported in Same Week,8,0
2024,12,2024-03-21,2024-03-21,Bihar,Madhubani,Measles,Reported in Same Week,12,0
2024,12,2024-03-21,2024-03-21,Bihar,Samastipur,Fever with Rash,Reported in Same Week,28,0
2024,12,2024-03-20,2024-03-20,Bihar,Gaya,Measles,Reported in Same Week,5,0
2024,12,2024-03-21,2024-03-21,Chhattisgarh,Raipur,Acute Diarrheal Disease,Reported in Same Week,14,0
2024,12,2024-03-19,2024-03-19,Chhattisgarh,Sukma,Measles,Reported in Same Week,15,0
2024,12,2024-03-14,,Chhattisgarh,Balod,Chickenpox,Reported Late,20,0
2024,12,2024-01-21,,Chhattisgarh,Raipur,Acute Diarrheal Disease,Reported Late,118,0
2024,12,2024-03-21,2024-03-21,Gujarat,Ahmedabad,Acute Diarrheal Disease,Reported in Same Week,9,0
2024,12,2024-03-21,2024-03-21,Gujarat,Devbhumi Dwarka,Food Poisoning,Reported in Same Week,50,0
2024,12,2024-03-20,2024-03-21,Gujarat,Rajkot,Acute Diarrheal Disease,Reported in Same Week,222,0
2024,12,2024-03-07,,Gujarat,Jamnagar,Measles,Reported Late,11,0
2024,12,2024-03-20,2024-03-22,Himachal Pradesh,Mandi,Hepatitis A,Reported in Same Week,88,0
2024,12,2024-03-23,2024-03-23,Jammu and Kashmir,Jammu,Hepatitis A,Reported in Same Week,5,0
2024,12,2024-03-21,2024-03-22,Jharkhand,West Singhbhum,Fever with Rash,Reported in Same Week,12,0
2024,12,2024-03-20,2024-03-20,Jharkhand,East Singhbhum,Chickenpox,Reported in Same Week,22,0
2024,12,2024-03-22,2024-03-22,Karnataka,Gadag,Dengue,Reported in Same Week,45,0
2024,12,2024-03-21,2024-03-21,Karnataka,Chikballapur,Chikungunya,Reported in Same Week,17,0
2024,12,2024-03-19,2024-03-19,Karnataka,Raichur,Food Poisoning,Reported in Same Week,69,0
2024,12,2024-03-20,2024-03-20,Kerala,Palakkad,Acute Diarrheal Disease,Reported in Same Week,25,0
2024,12,2024-03-20,2024-03-20,Kerala,Palakkad,Dengue,Reported in Same Week,26,0
2024,12,2024-03-19,2024-03-19,Kerala,Palakkad,Acute Diarrheal Disease,Reported in Same Week,19,0
2024,12,2024-03-19,2024-03-19,Kerala,Palakkad,Mumps,Reported in Same Week,42,0
2024,12,2024-03-18,2024-03-20,Kerala,Kottayam,Chickenpox,Reported in Same Week,8,0
2024,12,2024-03-18,2024-03-19,Kerala,Ernakulam,Hepatitis A,Reported in Same Week,13,0
2024,12,2024-03-15,2024-03-22,Kerala,Ernakulam,Hepatitis A,Reported in Same Week,7,0
2024,12,2024-03-14,2024-03-22,Kerala,Ernakulam,Hepatitis A,Reported in Same Week,10,0
2024,12,2024-02-22,,Kerala,Ernakulam,Hepatitis A,Reported Late,7,0
2024,12,2024-02-18,,Kerala,Ernakulam,Hepatitis A,Reported Late,6,0
2024,12,2024-03-21,2024-03-21,Madhya Pradesh,Khargone,Cholera,Reported in Same Week,44,0
2024,12,2024-03-20,2024-03-20,Madhya Pradesh,Khargone,Measles,Reported in Same Week,6,0
2024,12,2024-03-18,2024-03-19,Madhya Pradesh,Umaria,Leptospirosis and Scrub Typhus,Reported in Same Week,23,2
2024,12,2024-03-23,2024-03-23,Maharashtra,Akola,Dengue,Reported in Same Week,26,0
2024,12,2024-03-22,2024-03-23,Maharashtra,Osmanabad,Dengue,Reported in Same Week,6,1
2024,12,2024-03-20,2024-03-20,Maharashtra,Amravati,Dengue,Reported in Same Week,64,0
2024,12,2024-03-19,2024-03-20,Maharashtra,Osmanabad,Dengue and Chikungunya,Reported in Same Week,15,0
2024,12,2024-03-01,,Manipur,Imphal West,Human Rabies,Reported Late,1,1
2024,12,2024-03-20,2024-03-22,Meghalaya,East Khasi Hills,Acute Diarrheal Disease,Reported in Same Week,35,0
2024,12,2024-03-21,2024-03-21,Mizoram,Champhai,Measles,Reported in Same Week,12,0
2024,12,2024-03-21,2024-03-21,Odisha,Sambalpur,Acute Diarrheal Disease,Reported in Same Week,290,0
2024,12,2024-03-17,2024-03-20,Odisha,Dhenkanal,Acute Diarrheal Disease,Reported in Same Week,44,0
2024,12,2024-03-20,2024-03-20,Rajasthan,Pratapgarh,Mumps,Reported in Same Week,15,0
2024,12,2024-03-23,2024-03-23,Tamil Nadu,Thanjavur,Chickenpox,Reported in Same Week,18,0
2024,12,2024-03-22,2024-03-23,Tamil Nadu,Tirupathur,Measles,Reported in Same Week,12,0
2024,12,2024-03-21,2024-03-21,Tamil Nadu,Coimbatore,Mumps,Reported in Same Week,17,0
2024,12,2024-03-21,2024-03-21,Tamil Nadu,Namakkal,Mumps,Reported in Same Week,8,0
2024,12,2024-03-21,2024-03-21,Tamil Nadu,Namakkal,Mumps,Reported in Same Week,13,0
2024,12,2024-03-20,2024-03-21,Tamil Nadu,Tiruchirappalli,Mumps,Reported in Same Week,27,0
2024,12,2024-03-19,2024-03-20,Tamil Nadu,The Nilgiris,Mumps,Reported in Same Week,11,0
2024,12,2024-03-13,,Tamil Nadu,Theni,Dengue,Reported Late,11,0
2024,12,2024-03-20,2024-03-23,Uttar Pradesh,Ballia,Fever with Rash,Reported in Same Week,12,0
2024,12,2024-03-18,2024-03-22,Uttar Pradesh,Ambedkar Nagar,Fever with Rash,Reported in Same Week,12,0
2024,12,2024-03-17,2024-03-18,West Bengal,Birbhum,Acute Diarrheal Disease,Reported in Same Week,130,0
2024,11,2024-02-20,,Andhra Pradesh,Guntur,Acute Diarrheal Disease,Reported Late,205,1
2024,11,2024-02-10,,Andhra Pradesh,Guntur,Cholera,Reported Late,150,0
2024,11,2024-02-07,,Andhra Pradesh,Alluri Sitharama Raju,Acute Diarrheal Disease,Reported Late,11,0
2024,11,2024-03-14,2024-03-15,Arunachal Pradesh,Papum Pare,Mumps,Reported in Same Week,115,0
2024,11,2024-03-16,2024-03-16,Assam,Dhubri,Measles,Reported in Same Week,15,0
2024,11,2024-03-14,2024-03-15,Assam,Sivasagar,Acute Diarrheal Disease,Reported in Same Week,8,0
2024,11,2024-03-14,2024-03-14,Assam,Biswanath,Chickenpox,Reported in Same Week,10,0
2024,11,2024-03-11,2024-03-12,Assam,Goalpara,Measles,Reported in Same Week,17,0
2024,11,2024-03-11,2024-03-11,Assam,Dibrugarh,Measles,Reported in Same Week,14,0
2024,11,2024-03-11,2024-03-11,Assam,Jorhat,Human Rabies,Reported in Same Week,1,1
2024,11,2024-03-15,2024-03-17,Bihar,Sheohar,Fever with Rash,Reported in Same Week,7,0
2024,11,2024-03-15,2024-03-16,Bihar,Vaishali,Measles,Reported in Same Week,18,0
2024,11,2024-03-14,2024-03-15,Chhattisgarh,Durg,Measles,Reported in Same Week,23,0
2024,11,2024-03-13,2024-03-14,Chhattisgarh,Bilaspur,Measles,Reported in Same Week,19,0
2024,11,2024-03-13,2024-03-13,Chhattisgarh,Bilaspur,Chickenpox,Reported in Same Week,5,0
2024,11,2024-02-20,,Chhattisgarh,Dantewada,Mumps,Reported Late,29,0
2024,11,2024-03-12,2024-03-13,Gujarat,Bharuch,Typhoid,Reported in Same Week,59,0
2024,11,2024-03-11,2024-03-15,Gujarat,Jamnagar,Measles,Reported in Same Week,10,0
2024,11,2024-03-11,2024-03-13,Gujarat,Kheda,Jaundice,Reported in Same Week,6,0
2024,11,2024-03-10,2024-03-11,Gujarat,Kheda,Food Poisoning,Reported in Same Week,22,0
2024,11,2024-03-08,2024-03-11,Gujarat,Ahmedabad,Acute Diarrheal Disease,Reported in Same Week,17,0
2024,11,2024-03-11,2024-03-13,Himachal Pradesh,Kangra,Acute Diarrheal Disease,Reported in Same Week,105,0
2024,11,2024-03-11,2024-03-12,Himachal Pradesh,Hamirpur,Acute Diarrheal Disease,Reported in Same Week,290,0
2024,11,2024-03-12,2024-03-12,Jammu and Kashmir,Pulwama,Hepatitis A,Reported in Same Week,27,0
2024,11,2024-03-10,2024-03-11,Jharkhand,Dumka,Chickenpox,Reported in Same Week,10,0
2024,11,2024-03-15,2024-03-16,Karnataka,Davangere,Acute Diarrheal Disease,Reported in Same Week,19,1
2024,11,2024-03-11,2024-03-12,Karnataka,Udupi,Acute Diarrheal Disease,Reported in Same Week,2,0
2024,11,2024-03-17,2024-03-17,Kerala,Palakkad,Hepatitis A,Reported in Same Week,15,0
2024,11,2024-03-16,2024-03-16,Kerala,Kozhikode,Hepatitis A,Reported in Same Week,57,1
2024,11,2024-03-14,2024-03-15,Kerala,Kasaragod,Mumps,Reported in Same Week,200,0
2024,11,2024-03-13,2024-03-14,Kerala,Ernakulam,Hepatitis A,Reported in Same Week,13,0
2024,11,2024-03-12,2024-03-14,Kerala,Kannur,Food Poisoning,Reported in Same Week,133,0
2024,11,2024-03-12,2024-03-12,Kerala,Idukki,Food Poisoning,Reported in Same Week,11,0
2024,11,2024-03-08,2024-03-13,Kerala,Malappuram,Acute Diarrheal Disease,Reported in Same Week,10,0
2024,11,2024-03-07,2024-03-12,Kerala,Malappuram,Dengue,Reported in Same Week,10,0
2024,11,2024-03-05,2024-03-14,Kerala,Malappuram,Hepatitis A,Reported in Same Week,6,0
2024,11,2024-03-15,2024-03-15,Madhya Pradesh,Ashoknagar,Food Poisoning,Reported in Same Week,7,0
2024,11,2024-03-14,2024-03-15,Madhya Pradesh,Chhindwara,Chickenpox,Reported in Same Week,18,0
2024,11,2024-03-14,2024-03-15,Madhya Pradesh,Shivpuri,Acute Diarrheal Disease,Reported in Same Week,7,0
2024,11,2024-03-11,2024-03-12,Madhya Pradesh,Indore,Acute Diarrheal Disease,Reported in Same Week,10,0
2024,11,2024-03-11,2024-03-11,Madhya Pradesh,Guna,Measles,Reported in Same Week,6,0
2024,11,2024-03-11,2024-03-11,Madhya Pradesh,Ujjain,Mumps,Reported in Same Week,5,0
2024,11,2024-03-09,2024-03-11,Madhya Pradesh,Barwani,Food Poisoning,Reported in Same Week,11,0
2024,11,2024-02-29,,Madhya Pradesh,Bhopal,Leptospirosis,Reported Late,1,1
2024,11,2024-02-26,,Madhya Pradesh,Bhopal,Leptospirosis,Reported Late,1,1
2024,11,2024-03-16,2024-03-16,Maharashtra,Osmanabad,Chikungunya,Reported in Same Week,10,0
2024,11,2024-03-15,2024-03-15,Maharashtra,Latur,Dengue,Reported in Same Week,5,0
2024,11,2024-03-14,2024-03-15,Maharashtra,Dhule,Acute Diarrheal Disease,Reported in Same Week,118,0
2024,11,2024-03-14,2024-03-14,Maharashtra,Kolhapur,Acute Diarrheal Disease,Reported in Same Week,41,0
2024,11,2024-03-13,2024-03-13,Maharashtra,Gadchiroli,Malaria,Reported in Same Week,34,1
2024,11,2024-03-13,2024-03-13,Maharashtra,Osmanabad,Dengue and Chikungunya,Reported in Same Week,7,0
2024,11,2024-03-12,2024-03-13,Maharashtra,Amravati,Malaria,Reported in Same Week,64,0
2024,11,2024-03-10,2024-03-11,Maharashtra,Nagpur,Acute Diarrheal Disease,Reported in Same Week,22,0
2024,11,2024-03-10,2024-03-11,Maharashtra,Nagpur,Acute Diarrheal Disease,Reported in Same Week,13,0
2024,11,2024-03-09,2024-03-12,Maharashtra,Jalna,Acute Diarrheal Disease,Reported in Same Week,33,0
2024,11,2024-03-09,2024-03-11,Maharashtra,Gadchiroli,Malaria,Reported in Same Week,249,1
2024,11,2024-03-14,2024-03-14,Manipur,Bishnupur,Animal bite - Dog Bite,Reported in Same Week,1,1
2024,11,2024-03-15,2024-03-16,Meghalaya,East Jaintia Hills,Food Poisoning,Reported in Same Week,3,1
2024,11,2024-03-08,2024-03-11,Meghalaya,South West Khasi Hills,Measles,Reported in Same Week,30,0
2024,11,2024-03-14,2024-03-15,Mizoram,Aizawl,Typhoid,Reported in Same Week,11,1
2024,11,2024-03-10,2024-03-11,Mizoram,Aizawl,Acute Diarrheal Disease,Reported in Same Week,59,1
2024,11,2024-03-16,2024-03-16,Odisha,Mayurbhanj,Acute Diarrheal Disease,Reported in Same Week,20,0
2024,11,2024-03-15,2024-03-16,Odisha,Kendrapara,Food Poisoning,Reported in Same Week,39,0
2024,11,2024-03-13,2024-03-14,Odisha,Ganjam,Measles,Reported in Same Week,6,0
2024,11,2024-03-12,2024-03-13,Odisha,Balangir,Acute Diarrheal Disease,Reported in Same Week,15,0
2024,11,2024-03-12,2024-03-12,Odisha,Jagatsinghpur,Acute Diarrheal Disease,Reported in Same Week,27,0
2024,11,2024-03-11,2024-03-11,Odisha,Koraput,Acute Diarrheal Disease,Reported in Same Week,20,0
2024,11,2024-03-02,2024-03-13,Odisha,Bhadrak,Acute Diarrheal Disease,Reported in Same Week,26,0
2024,11,2024-03-13,2024-03-13,Tamil Nadu,Thiruvallur,Mumps,Reported in Same Week,22,0
2024,11,2024-03-12,2024-03-12,Tamil Nadu,Thiruvarur,Acute Diarrheal Disease,Reported in Same Week,27,0
2024,11,2024-03-11,2024-03-11,Tamil Nadu,Namakkal,Mumps,Reported in Same Week,8,0
2024,11,2024-03-09,2024-03-09,Tamil Nadu,Sivaganga,Acute Diarrheal Disease,Reported in Same Week,3,1
2024,11,2024-02-09,,Tamil Nadu,Theni,Measles,Reported Late,26,1
2024,11,2024-03-09,2024-03-11,Uttar Pradesh,Amroha,Food Poisoning,Reported in Same Week,26,0
2024,11,2024-03-11,2024-03-12,West Bengal,Howrah,Acute Diarrheal Disease,Reported in Same Week,40,0
2024,10,2024-03-04,2024-03-04,Arunachal Pradesh,Papum Pare,Human Rabies,Reported in Same Week,1,1
2024,10,2024-02-16,,Arunachal Pradesh,East Kameng,Human Rabies,Reported Late,2,2
2024,10,2024-03-06,2024-03-08,Assam,Udalguri,Food Poisoning,Reported in Same Week,17,0
2024,10,2024-03-05,2024-03-07,Assam,Goalpara,Hepatitis A,Reported in Same Week,28,0
2024,10,2024-03-02,2024-03-04,Assam,Biswanath,Hepatitis A,Reported in Same Week,25,2
2024,10,2024-03-05,2024-03-05,Bihar,Saharsa,Measles,Reported in Same Week,11,0
2024,10,2024-03-01,2024-03-04,Chhattisgarh,Sukma,Measles,Reported in Same Week,93,0
2024,10,2024-03-01,2024-03-04,Chhattisgarh,Sukma,Fever with Rash,Reported in Same Week,13,0
2024,10,2024-02-23,,Chhattisgarh,Rajnandgaon,Chickenpox,Reported Late,20,0
2024,10,2024-03-05,2024-03-06,Dadra and Nagar Haveli and Daman and Diu,Dadra And Nagar Haveli,Mumps,Reported in Same Week,6,0
2024,10,2024-02-28,,Goa,North Goa,Kyasanur Fandest Disease,Reported Late,6,0
2024,10,2024-03-06,2024-03-06,Gujarat,Anand,Acute Diarrheal Disease,Reported in Same Week,39,0
2024,10,2024-03-05,2024-03-05,Gujarat,Aravalli,Acute Diarrheal Disease,Reported in Same Week,17,0
2024,10,2024-03-05,2024-03-06,Himachal Pradesh,Mandi,Hepatitis A,Reported in Same Week,11,0
2024,10,2024-03-09,2024-03-09,Karnataka,Uttar Kannad,Kyasanur Fandest Disease,Reported in Same Week,2,0
2024,10,2024-03-06,2024-03-07,Kerala,Malappuram,Hepatitis A,Reported in Same Week,36,0
2024,10,2024-02-29,,Kerala,Malappuram,Food Poisoning,Reported Late,20,0
2024,10,2024-01-24,2024-03-06,Madhya Pradesh,Sagar,Measles,Reported in Same Week,44,0
2024,10,2024-03-09,2024-03-09,Maharashtra,Dhule,Food Poisoning,Reported in Same Week,25,0
2024,10,2024-03-09,2024-03-09,Maharashtra,Nandurbar,Acute Diarrheal Disease,Reported in Same Week,18,0
2024,10,2024-03-08,2024-03-10,Maharashtra,Hingoli,Acute Diarrheal Disease,Reported in Same Week,21,0
2024,10,2024-03-08,2024-03-10,Maharashtra,Latur,Food Poisoning,Reported in Same Week,48,0
2024,10,2024-03-08,2024-03-08,Maharashtra,Nandurbar,Acute Diarrheal Disease,Reported in Same Week,76,0
2024,10,2024-03-08,2024-03-08,Maharashtra,Sindhudurg,Acute Diarrheal Disease,Reported in Same Week,146,0
2024,10,2024-03-05,2024-03-06,Maharashtra,Kolhapur,Hepatitis A,Reported in Same Week,22,0
2024,10,2024-03-09,2024-03-10,Odisha,Sundargarh,Acute Diarrheal Disease,Reported in Same Week,16,0
2024,10,2024-03-07,2024-03-07,Odisha,Sambalpur,Acute Diarrheal Disease,Reported in Same Week,42,0
2024,10,2024-03-06,2024-03-07,Odisha,Ganjam,Cholera,Reported in Same Week,72,0
2024,10,2024-03-06,2024-03-06,Odisha,Malkangiri,Food Poisoning,Reported in Same Week,28,1
2024,10,2024-03-04,2024-03-04,Odisha,Jharsuguda,Food Poisoning,Reported in Same Week,53,0
2024,10,2024-03-06,2024-03-07,Rajasthan,Kota,Food Poisoning,Reported in Same Week,104,0
2024,10,2024-03-07,2024-03-07,Tamil Nadu,Perambalur,Dengue,Reported in Same Week,88,0
2024,10,2024-03-06,2024-03-07,Tamil Nadu,Krishnagiri,Mumps,Reported in Same Week,6,0
2024,10,2024-03-05,2024-03-06,Tamil Nadu,Tiruchirappalli,Chickenpox,Reported in Same Week,64,0
2024,10,2024-03-05,2024-03-06,Tamil Nadu,Tiruvannamalai,Mumps,Reported in Same Week,8,0
2024,10,2024-03-04,2024-03-06,Tamil Nadu,Tiruchirappalli,Mumps,Reported in Same Week,17,0
2024,10,2024-02-21,,Tamil Nadu,Krishnagiri,Measles,Reported Late,14,0
2024,10,2024-03-01,2024-03-04,Uttar Pradesh,Ballia,Leptospirosis,Reported in Same Week,3,0
2024,10,2024-02-23,,Uttar Pradesh,Fatehpur,Fever with Rash,Reported Late,5,0
2024,9,2024-02-22,2024-02-26,Andhra Pradesh,Y.S.R.,Acute Diarrheal Disease,Reported in Same Week,22,0
2024,9,2024-02-27,2024-02-28,Arunachal Pradesh,Upper Subansiri,Mushroom Poisoning,Reported in Same Week,7,1
2024,9,2024-02-28,2024-02-28,Assam,Jorhat,Acute Diarrheal Disease,Reported in Same Week,13,0
2024,9,2024-02-26,2024-02-28,Assam,Darrang,Food Poisoning,Reported in Same Week,9,0
2024,9,2024-02-24,2024-02-26,Assam,Goalpara,Human Rabies,Reported in Same Week,1,1
2024,9,2024-02-29,2024-02-29,Bihar,Saharsa,Measles,Reported in Same Week,14,0
2024,9,2024-02-27,2024-02-27,Bihar,Bhojpur,Acute Diarrheal Disease,Reported in Same Week,40,0
2024,9,2024-02-20,,Bihar,Samastipur,Fever with Rash,Reported Late,9,0
2024,9,2024-02-28,2024-02-29,Chhattisgarh,Sukma,Measles,Reported in Same Week,7,0
2024,9,2024-02-28,2024-02-28,Chhattisgarh,Raigarh,Acute Diarrheal Disease,Reported in Same Week,24,0
2024,9,2024-02-27,2024-02-28,Chhattisgarh,Sukma,Measles,Reported in Same Week,31,0
2024,9,2024-03-01,2024-03-01,Gujarat,Gir Somnath,Acute Diarrheal Disease,Reported in Same Week,7,0
2024,9,2024-02-28,2024-02-29,Gujarat,Junagadh,Food Poisoning,Reported in Same Week,17,0
2024,9,2024-02-27,2024-02-28,Gujarat,Gandhinagar,Cholera,Reported in Same Week,216,0
2024,9,2024-02-26,2024-02-26,Gujarat,Gir Somnath,Acute Diarrheal Disease,Reported in Same Week,47,0
2024,9,2024-02-02,,Gujarat,Mahesana,Fever with Rash,Reported Late,7,0
2024,9,2024-02-26,2024-02-27,Jharkhand,Deoghar,Acute Diarrheal Disease,Reported in Same Week,67,0
2024,9,2024-02-26,2024-02-27,Jharkhand,Dumka,Chickenpox,Reported in Same Week,5,0
2024,9,2024-02-25,2024-02-28,Jharkhand,Chatra,Chickenpox,Reported in Same Week,7,0
2024,9,2024-03-01,2024-03-01,Karnataka,Uttar Kannad,Kyasanur Fandest Disease,Reported in Same Week,139,1
2024,9,2024-02-27,2024-02-29,Karnataka,Uttar Kannad,Kyasanur Fandest Disease,Reported in Same Week,133,0
2024,9,2024-03-02,2024-03-03,Kerala,Alappuzha,Acute Diarrheal Disease,Reported in Same Week,22,0
2024,9,2024-03-02,2024-03-02,Kerala,Thiruvananthapuram,Acute Diarrheal Disease,Reported in Same Week,199,0
2024,9,2024-03-02,2024-03-02,Kerala,Thiruvananthapuram,Acute Diarrheal Disease,Reported in Same Week,27,0
2024,9,2024-03-01,2024-03-01,Kerala,Kozhikode,Mumps,Reported in Same Week,16,0
2024,9,2024-02-29,2024-03-02,Kerala,Ernakulam,Dengue,Reported in Same Week,16,0
2024,9,2024-02-28,2024-03-01,Kerala,Kasaragod,Hepatitis A,Reported in Same Week,41,0
2024,9,2024-02-28,2024-02-29,Kerala,Thiruvananthapuram,Acute Diarrheal Disease,Reported in Same Week,10,1
2024,9,2024-02-28,2024-02-28,Kerala,Idukki,Mumps,Reported in Same Week,6,0
2024,9,2024-02-28,2024-02-28,Kerala,Kottayam,Chickenpox,Reported in Same Week,28,0
2024,9,2024-02-27,2024-02-29,Kerala,Kannur,Mumps,Reported in Same Week,10,0
2024,9,2024-02-27,2024-02-28,Kerala,Wayanad,Food Poisoning,Reported in Same Week,90,0
2024,9,2024-02-26,2024-02-27,Kerala,Malappuram,Acute Hepatitis A,Reported in Same Week,409,3
2024,9,2024-02-26,2024-02-27,Kerala,Palakkad,Hepatitis A,Reported in Same Week,18,0
2024,9,2024-01-24,,Kerala,Thrissur,Mumps,Reported Late,14,0
2024,9,2024-03-01,2024-03-01,Madhya Pradesh,Rewa,Chickenpox,Reported in Same Week,10,0
2024,9,2024-02-29,2024-03-01,Madhya Pradesh,Dewas,Mumps,Reported in Same Week,5,0
2024,9,2024-02-29,2024-02-29,Madhya Pradesh,Dewas,Fever with Rash,Reported in Same Week,6,0
2024,9,2024-02-29,2024-02-29,Madhya Pradesh,Rewa,Chickenpox,Reported in Same Week,8,0
2024,9,2024-02-28,2024-03-01,Madhya Pradesh,Shivpuri,Leptospirosis,Reported in Same Week,1,1
2024,9,2024-02-27,2024-02-29,Madhya Pradesh,Dewas,Fever with Rash,Reported in Same Week,8,0
2024,9,2024-02-27,2024-02-27,Madhya Pradesh,Neemuch,Measles,Reported in Same Week,6,0
2024,9,2024-02-26,2024-02-27,Madhya Pradesh,Bhind,Measles,Reported in Same Week,5,0
2024,9,2024-03-01,2024-03-01,Maharashtra,Palghar,Acute Diarrheal Disease,Reported in Same Week,15,0
2024,9,2024-02-29,2024-02-29,Maharashtra,Ahmednagar,Acute Diarrheal Disease,Reported in Same Week,122,0
2024,9,2024-02-27,2024-02-28,Maharashtra,Akola,Acute Diarrheal Disease,Reported in Same Week,10,0
2024,9,2024-02-27,2024-02-29,Meghalaya,Eastern West Khasi Hills,Acute Diarrheal Disease,Reported in Same Week,11,1
2024,9,2024-02-19,,Meghalaya,East Garo Hills,Chickenpox,Reported Late,17,0
2024,9,2024-02-25,2024-02-26,Odisha,Malkangiri,Acute Diarrheal Disease,Reported in Same Week,6,0
2024,9,2024-03-01,2024-03-02,Tamil Nadu,The Nilgiris,Mumps,Reported in Same Week,10,0
2024,9,2024-02-28,2024-02-29,Tamil Nadu,Salem,Mumps,Reported in Same Week,12,0
2024,9,2024-02-27,2024-02-27,Tamil Nadu,Tiruchirappalli,Acute Diarrheal Disease,Reported in Same Week,8,0
2024,9,2024-02-26,2024-02-28,Tamil Nadu,Tirupathur,Measles,Reported in Same Week,17,0
2024,9,2024-02-26,2024-02-26,Tamil Nadu,Tiruchirappalli,Acute Diarrheal Disease,Reported in Same Week,14,0
2024,9,2024-02-25,2024-02-26,Tamil Nadu,Karur,Acute Diarrheal Disease,Reported in Same Week,15,0
2024,9,2024-02-23,2024-03-01,Tamil Nadu,Coimbatore,Mumps,Reported in Same Week,22,0
2024,9,2024-02-20,,Tamil Nadu,Coimbatore,Mumps,Reported Late,24,0
2024,9,2024-02-23,2024-02-28,Uttar Pradesh,Kushinagar,Food Poisoning,Reported in Same Week,28,0
2024,9,2024-02-23,2024-02-26,Uttar Pradesh,Jalaun,Measles,Reported in Same Week,8,0
2024,9,2024-02-14,,Uttar Pradesh,Bahraich,Food Poisoning,Reported Late,60,0
2024,9,2024-02-09,,Uttar Pradesh,Auraiya,Food Poisoning,Reported Late,18,1
2024,8,2024-02-12,,Andhra Pradesh,Konaseema,Food Poisoning,Reported Late,52,0
2024,8,2024-02-15,,Arunachal Pradesh,Changlang,Chickenpox,Reported Late,29,0
2024,8,2024-02-22,2024-02-23,Assam,Goalpara,Chickenpox,Reported in Same Week,10,0
2024,8,2024-02-22,2024-02-22,Assam,Udalguri,Human Rabies,Reported in Same Week,1,1
2024,8,2024-02-21,2024-02-22,Assam,Bongaigaon,Animal bite - Dog Bite,Reported in Same Week,1,1
2024,8,2024-01-22,2024-02-22,Assam,Sonitpur,Fever,Reported in Same Week,14,0
2024,8,2024-02-19,2024-02-21,Bihar,Begusarai,Fever with Rash,Reported in Same Week,9,0
2024,8,2024-02-19,2024-02-20,Bihar,Samastipur,Measles,Reported in Same Week,11,0
2024,8,2024-02-23,2024-02-24,Chhattisgarh,Bemetara,Food Poisoning,Reported in Same Week,80,0
2024,8,2024-02-13,,Gujarat,Tapi,Measles,Reported Late,6,0
2024,8,2024-02-20,2024-02-20,Jharkhand,West Singhbhum,Measles,Reported in Same Week,11,0
2024,8,2024-02-24,2024-02-25,Karnataka,Udupi,Kyasanur Fandest Disease,Reported in Same Week,1,0
2024,8,2024-02-22,2024-02-23,Karnataka,Bagalkote,Mumps,Reported in Same Week,20,0
2024,8,2024-02-21,2024-02-22,Karnataka,Vijayapura,Human Rabies,Reported in Same Week,1,1
2024,8,2024-02-19,2024-02-19,Karnataka,Haveri,Food Poisoning,Reported in Same Week,24,0
2024,8,2024-02-22,2024-02-22,Kerala,Kollam,Food Poisoning,Reported in Same Week,22,0
2024,8,2024-02-21,2024-02-23,Kerala,Thrissur,Food Poisoning,Reported in Same Week,60,0
2024,8,2024-02-19,2024-02-19,Kerala,Kozhikode,Hepatitis A,Reported in Same Week,15,0
2024,8,2024-02-15,2024-02-19,Kerala,Kannur,Mumps,Reported in Same Week,11,0
2024,8,2024-02-11,,Kerala,Ernakulam,Hepatitis A,Reported Late,9,1
2024,8,2024-02-20,2024-02-20,Madhya Pradesh,Umaria,Fever with Rash,Reported in Same Week,6,0
2024,8,2024-02-19,2024-02-19,Madhya Pradesh,Jhabua,Measles,Reported in Same Week,13,1
2024,8,2024-02-18,2024-02-20,Madhya Pradesh,Shivpuri,Measles,Reported in Same Week,2,0
2024,8,2024-02-17,2024-02-19,Madhya Pradesh,Satna,Chickenpox,Reported in Same Week,21,0
2024,8,2024-02-12,,Madhya Pradesh,Ratlam,Mumps,Reported Late,3,0
2024,8,2024-02-21,2024-02-23,Maharashtra,Nandurbar,Acute Diarrheal Disease,Reported in Same Week,193,0
2024,8,2024-02-20,2024-02-22,Maharashtra,Buldhana,Food Poisoning,Reported in Same Week,208,0
2024,8,2024-02-20,2024-02-20,Maharashtra,Yavatmal,Food Poisoning,Reported in Same Week,68,0
2024,8,2024-02-22,2024-02-23,Meghalaya,West Jaintia Hills,Measles,Reported in Same Week,23,0
